scenario,n_total,folds,rep,selected_gamma,oracle_gamma,baseline_sq_error,selected_sq_error,baseline_fresh_risk,selected_fresh_risk,oracle_fresh_risk,same_sample_penalty,selection_regret,fresh_harm,same_sample_harm
correct_response_clear,2000,3,15,1.0,1.0,0.0057922458582369786,0.002342991080839748,0.002732798964067942,0.001748474690207608,0.001748474690207608,0.0005945163906321401,0.0,0.0,0.0
correct_response_clear,2000,3,16,1.0,1.0,0.002596154157154554,0.0006129707221590888,0.0026426106763379658,0.0017699849800028253,0.0017699849800028253,-0.0011570142578437364,0.0,0.0,0.0
correct_response_clear,2000,3,17,1.0,1.0,0.001057803074430837,0.0012300328514158383,0.002731476815306682,0.0017485173751820675,0.0017485173751820675,-0.0005184845237662292,0.0,0.0,1.0
correct_response_clear,2000,3,18,1.0,1.0,0.013122815290486608,0.006719944515521341,0.002458684437816116,0.0017449647454870405,0.0017449647454870405,0.004974979770034301,0.0,0.0,0.0
correct_response_clear,2000,3,19,1.0,1.0,0.002319469230746591,0.001572120903836661,0.0027262062758049784,0.0017482642580281072,0.0017482642580281072,-0.00017614335419144605,0.0,0.0,0.0
correct_response_clear,2000,3,20,1.0,1.0,0.000900667085289325,0.0007218461110312655,0.002687211746190306,0.001757347642969501,0.001757347642969501,-0.0010355015319382355,0.0,0.0,0.0
correct_response_clear,2000,3,21,1.0,1.0,0.0013056294175651597,2.2010972288998866e-06,0.002692378728798031,0.0017447837516879467,0.0017447837516879467,-0.0017425826544590468,0.0,0.0,0.0
correct_response_clear,2000,3,22,1.0,1.0,0.0005161148107550825,0.00038671158372863247,0.0026771806834248496,0.00174656142128499,0.00174656142128499,-0.0013598498375563574,0.0,0.0,0.0
correct_response_clear,2000,3,23,1.0,1.0,0.003429203610968484,0.0022573135895103853,0.0027240775352150508,0.001752380570531917,0.001752380570531917,0.0005049330189784683,0.0,0.0,0.0
correct_response_clear,2000,3,24,1.0,1.0,0.002222897711559175,0.0011112773585531049,0.002552117699952989,0.0017421953796548733,0.0017421953796548733,-0.0006309180211017684,0.0,0.0,0.0
correct_response_clear,2000,3,25,1.0,1.0,0.003928376204118385,0.0015730947097540918,0.002508037035950378,0.001763169617205101,0.001763169617205101,-0.00019007490745100923,0.0,0.0,0.0
correct_response_clear,2000,3,26,1.0,1.0,0.0026256755392308237,1.0797945105559857e-05,0.0026255327245371073,0.0017703549676861157,0.0017703549676861157,-0.0017595570225805558,0.0,0.0,0.0
correct_response_clear,2000,3,27,1.0,1.0,0.0021421483647075246,0.00045956492733321166,0.0025804970384143053,0.0017525350413336608,0.0017525350413336608,-0.0012929701140004491,0.0,0.0,0.0
correct_response_clear,2000,3,28,1.0,1.0,0.007111475352893739,0.006753554357838466,0.0027073294725933703,0.0017738250881480652,0.0017738250881480652,0.004979729269690401,0.0,0.0,0.0
correct_response_clear,2000,3,29,1.0,1.0,0.00010088729167172324,4.456754219646805e-05,0.0026616025005168627,0.0017474319725286052,0.0017474319725286052,-0.0017028644303321372,0.0,0.0,0.0
correct_response_clear,2000,3,30,1.0,1.0,0.004155302769470773,0.01715100219701371,0.0025060233502295108,0.0017914692335363814,0.0017914692335363814,0.015359532963477328,0.0,0.0,1.0
correct_response_clear,2000,3,31,1.0,1.0,0.0006131904614506835,5.902930980311901e-05,0.002650779736717994,0.001765942071133409,0.001765942071133409,-0.00170691276133029,0.0,0.0,0.0
correct_response_clear,2000,3,32,1.0,1.0,0.002273809260880786,0.0003627973569723526,0.0026793019136304237,0.001749020039739908,0.001749020039739908,-0.0013862226827675555,0.0,0.0,0.0
correct_response_clear,2000,3,33,1.0,1.0,0.0030625223091083043,0.0007350203563397423,0.0027210693284983657,0.0017518522924992752,0.0017518522924992752,-0.0010168319361595329,0.0,0.0,0.0
correct_response_clear,2000,3,34,1.0,1.0,0.0009016168194615143,0.0007854534414550484,0.0027094763839684874,0.0017499631472332443,0.0017499631472332443,-0.0009645097057781959,0.0,0.0,0.0
correct_response_clear,2000,3,35,1.0,1.0,0.002629690349884056,0.0007420013396623857,0.0025658730456193193,0.0017559236193613915,0.0017559236193613915,-0.0010139222796990057,0.0,0.0,0.0
correct_response_clear,2000,3,36,1.0,1.0,9.805983740626291e-05,9.965738515770323e-05,0.0025494744221237495,0.0017520207240042697,0.0017520207240042697,-0.0016523633388465665,0.0,0.0,1.0
correct_response_clear,2000,3,37,1.0,1.0,0.0049070846614756814,0.008553748553152985,0.0028008441765025745,0.0017633456435907832,0.0017633456435907832,0.006790402909562202,0.0,0.0,1.0
correct_response_clear,2000,3,38,1.0,1.0,0.0002722674523835685,1.5815066148343843e-06,0.002554598448694188,0.001758668006864852,0.001758668006864852,-0.0017570865002500176,0.0,0.0,0.0
correct_response_clear,2000,3,39,1.0,1.0,4.106087988645961e-06,0.0010965187756998948,0.002627466376149458,0.0017533860760409101,0.0017533860760409101,-0.0006568673003410153,0.0,0.0,1.0
correct_response_clear,2000,3,40,1.0,1.0,5.324933153613313e-05,3.745411846295117e-05,0.002607479993426279,0.0017468119170459928,0.0017468119170459928,-0.0017093577985830416,0.0,0.0,0.0
correct_response_clear,2000,3,41,1.0,1.0,0.0013586253067312272,0.0002938333551791179,0.0026137148828115743,0.0017535825529077602,0.0017535825529077602,-0.0014597491977286423,0.0,0.0,0.0
correct_response_clear,2000,3,42,1.0,1.0,0.00315251351846171,0.0004101196624094094,0.002563972753506573,0.0017442418421410942,0.0017442418421410942,-0.0013341221797316847,0.0,0.0,0.0
correct_response_clear,2000,3,43,1.0,1.0,0.0002640711543047492,0.0002443486345674546,0.002539008907602292,0.001783419983663732,0.001783419983663732,-0.0015390713490962774,0.0,0.0,0.0
correct_response_clear,2000,3,44,1.0,1.0,0.002903151523378278,0.003112915798393382,0.0026003149777301953,0.0017744890304712128,0.0017744890304712128,0.0013384267679221694,0.0,0.0,1.0
correct_response_clear,2000,3,45,1.0,1.0,0.0002570185252526873,2.8315500379390496e-06,0.002555727909151648,0.0017579337656254872,0.0017579337656254872,-0.0017551022155875482,0.0,0.0,0.0
correct_response_clear,2000,3,46,1.0,1.0,0.00030447296260627705,2.1006418300742837e-06,0.002638700114662824,0.0017478120652839723,0.0017478120652839723,-0.001745711423453898,0.0,0.0,0.0
correct_response_clear,2000,3,47,1.0,1.0,0.0008686396098234494,0.0002174019664468478,0.00257187441897945,0.0017513187797860137,0.0017513187797860137,-0.001533916813339166,0.0,0.0,0.0
correct_response_clear,2000,3,48,1.0,1.0,0.0007332622530453242,0.00030112754589161055,0.0027332241466457644,0.0017596168340000527,0.0017596168340000527,-0.0014584892881084421,0.0,0.0,0.0
correct_response_clear,2000,3,49,1.0,1.0,0.0010087585407433052,0.002225242758083273,0.002594043589200783,0.0017512338180136176,0.0017512338180136176,0.0004740089400696553,0.0,0.0,1.0
correct_response_clear,2000,3,50,1.0,1.0,2.523583672917018e-06,0.0009748958881360368,0.0026770895622756684,0.0017505143356522108,0.0017505143356522108,-0.000775618447516174,0.0,0.0,1.0
correct_response_clear,2000,3,51,1.0,1.0,0.0049872288179485524,0.003918076336578079,0.002569671994036014,0.0017647232088728417,0.0017647232088728417,0.0021533531277052372,0.0,0.0,0.0
correct_response_clear,2000,3,52,1.0,1.0,0.0010568244919781555,6.954672558082459e-07,0.0027478913324561396,0.0017470408510808113,0.0017470408510808113,-0.001746345383825003,0.0,0.0,0.0
correct_response_clear,2000,3,53,1.0,1.0,0.001695925793031206,0.0005015753194021348,0.0026759396655330757,0.0017616872159586902,0.0017616872159586902,-0.0012601118965565555,0.0,0.0,0.0
correct_response_clear,2000,3,54,1.0,1.0,0.0023027086977237105,0.003139249069112089,0.0027205712741747374,0.0017511318689378498,0.0017511318689378498,0.0013881172001742393,0.0,0.0,1.0
correct_response_clear,2000,3,55,1.0,1.0,0.003024847660503209,0.0014236218669254903,0.0025470395730207524,0.0017434180755783058,0.0017434180755783058,-0.0003197962086528155,0.0,0.0,0.0
correct_response_clear,2000,3,56,1.0,1.0,1.7897501459210143e-05,0.0006578507529785197,0.0026078126133458547,0.0017875954047176397,0.0017875954047176397,-0.00112974465173912,0.0,0.0,1.0
correct_response_clear,2000,3,57,1.0,1.0,0.0017667058902817064,2.863673718898858e-05,0.002549940856720863,0.0017437891793273446,0.0017437891793273446,-0.001715152442138356,0.0,0.0,0.0
correct_response_clear,2000,3,58,1.0,1.0,0.020058734092741472,0.0033992343403675984,0.002891570021933401,0.001745907933245362,0.001745907933245362,0.0016533264071222364,0.0,0.0,0.0
correct_response_clear,2000,3,59,1.0,1.0,0.000517415457055598,7.858421481146765e-05,0.002608243000739617,0.0017646308914329627,0.0017646308914329627,-0.001686046676621495,0.0,0.0,0.0
correct_response_clear,2000,3,60,1.0,1.0,0.001436533361073146,0.0002106899905735972,0.002521552757044351,0.001753966284981568,0.001753966284981568,-0.001543276294407971,0.0,0.0,0.0
correct_response_clear,2000,3,61,1.0,1.0,0.001725721958124022,0.0005501689992516681,0.0025755366107084216,0.0017782226169297515,0.0017782226169297515,-0.0012280536176780834,0.0,0.0,0.0
correct_response_clear,2000,3,62,1.0,1.0,0.0002788352988285089,0.0020162883803380802,0.0025972235061399256,0.0017505683774242265,0.0017505683774242265,0.0002657200029138537,0.0,0.0,1.0
correct_response_clear,2000,3,63,1.0,1.0,0.028514113464222956,0.008978746089002789,0.0029082589575399674,0.0018287088917980571,0.0018287088917980571,0.007150037197204731,0.0,0.0,0.0
correct_response_clear,2000,3,64,1.0,1.0,0.0038791842190401037,0.0018293684723373312,0.0025081193302717904,0.0017561718224873121,0.0017561718224873121,7.319664985001905e-05,0.0,0.0,0.0
correct_response_clear,2000,3,65,1.0,1.0,0.0033198263707578863,0.0006889560038982684,0.002686197446270246,0.001748429690313001,0.001748429690313001,-0.0010594736864147324,0.0,0.0,0.0
correct_response_clear,2000,3,66,1.0,1.0,0.00012959416833891385,0.00017084400057112243,0.0026035663633272536,0.0017438085842969102,0.0017438085842969102,-0.0015729645837257878,0.0,0.0,1.0
correct_response_clear,2000,3,67,1.0,1.0,0.007870720175506456,0.0020753060248112753,0.0025158558955233937,0.0017536374118010645,0.0017536374118010645,0.00032166861301021073,0.0,0.0,0.0
correct_response_clear,2000,3,68,1.0,1.0,0.005451402003445162,0.0027072937171479204,0.002753951136014708,0.0017460648866492398,0.0017460648866492398,0.0009612288304986806,0.0,0.0,0.0
correct_response_clear,2000,3,69,1.0,1.0,0.0002511694931671451,0.00011973036334778336,0.002631797582255185,0.0017555048816991208,0.0017555048816991208,-0.0016357745183513375,0.0,0.0,0.0
correct_response_clear,2000,3,70,1.0,1.0,0.012388568827855948,0.000392331047963283,0.0025600039607818936,0.001748035724285462,0.001748035724285462,-0.001355704676322179,0.0,0.0,0.0
correct_response_clear,2000,3,71,1.0,1.0,5.173601968491021e-05,0.0005022118286709142,0.0026875371351797847,0.0017547267709618988,0.0017547267709618988,-0.0012525149422909845,0.0,0.0,1.0
correct_response_clear,2000,3,72,1.0,1.0,0.0005361765490547485,2.7758960042655428e-05,0.0025924036149373325,0.0017636432755919753,0.0017636432755919753,-0.0017358843155493198,0.0,0.0,0.0
correct_response_clear,2000,3,73,1.0,1.0,0.0003473809503778738,0.0010886776996822537,0.0025717028982117046,0.001755727931713753,0.001755727931713753,-0.0006670502320314992,0.0,0.0,1.0
correct_response_clear,2000,3,74,1.0,1.0,2.7087163551160708e-06,4.623264808369497e-06,0.00263118074132189,0.001744076312750087,0.001744076312750087,-0.0017394530479417174,0.0,0.0,1.0
correct_response_clear,2000,3,75,1.0,1.0,0.00029038870537572293,0.0006260356969381045,0.0026614164218083203,0.0017452246753534768,0.0017452246753534768,-0.0011191889784153723,0.0,0.0,1.0
correct_response_clear,2000,3,76,1.0,1.0,0.004775546725093978,0.005357545098092847,0.002686404470717102,0.0017505751435505903,0.0017505751435505903,0.0036069699545422567,0.0,0.0,1.0
correct_response_clear,2000,3,77,1.0,1.0,0.00048291856051448437,2.4758976487130585e-05,0.0026602743455879127,0.0017510375261003803,0.0017510375261003803,-0.0017262785496132496,0.0,0.0,0.0
correct_response_clear,2000,3,78,1.0,1.0,0.0014817442885170333,0.0008184873944109664,0.0025542407113350206,0.0017712665848993415,0.0017712665848993415,-0.0009527791904883751,0.0,0.0,0.0
correct_response_clear,2000,3,79,1.0,1.0,3.973919316798563e-06,0.00029815286425589996,0.0026877498303423514,0.0017562642720545124,0.0017562642720545124,-0.0014581114077986124,0.0,0.0,1.0
correct_response_clear,2000,3,80,1.0,1.0,9.598252289511625e-05,0.0023562894074138116,0.002604763879085566,0.0017476217044471063,0.0017476217044471063,0.0006086677029667053,0.0,0.0,1.0
correct_response_clear,2000,3,81,1.0,1.0,0.005301082652064547,0.0025608204222322,0.002624634563017923,0.0017423446542080907,0.0017423446542080907,0.0008184757680241091,0.0,0.0,0.0
correct_response_clear,2000,3,82,1.0,1.0,0.0001575780990274273,7.617159419783483e-05,0.0026194120581464185,0.0017568224710810528,0.0017568224710810528,-0.0016806508768832178,0.0,0.0,0.0
correct_response_clear,2000,3,83,1.0,1.0,0.003708564007799915,0.002372275248401856,0.0027221915747381842,0.0017550842027996608,0.0017550842027996608,0.0006171910456021952,0.0,0.0,0.0
correct_response_clear,2000,3,84,1.0,1.0,0.006604358606895434,0.0026944328545305722,0.0027472704407516288,0.0017559959001917243,0.0017559959001917243,0.0009384369543388479,0.0,0.0,0.0
correct_response_clear,2000,3,85,1.0,1.0,0.0015198710035736038,3.4628515194602665e-05,0.0025525476712690708,0.001750544869286447,0.001750544869286447,-0.0017159163540918444,0.0,0.0,0.0
correct_response_clear,2000,3,86,1.0,1.0,0.0028593558660577802,0.0001473416051890971,0.0025640774654308615,0.0017473394767265706,0.0017473394767265706,-0.0015999978715374736,0.0,0.0,0.0
correct_response_clear,2000,3,87,1.0,1.0,0.0069292243763313935,0.0024323219536747697,0.0026956807362361643,0.001760812394107757,0.001760812394107757,0.0006715095595670128,0.0,0.0,0.0
correct_response_clear,2000,3,88,1.0,1.0,0.0008353409730740457,4.751320873544946e-05,0.002590632227954723,0.001744486994599646,0.001744486994599646,-0.0016969737858641967,0.0,0.0,0.0
correct_response_clear,2000,3,89,1.0,1.0,0.0006565990398946802,0.002537990606358838,0.002712792894360609,0.0017485546062402317,0.0017485546062402317,0.0007894360001186064,0.0,0.0,1.0
correct_response_clear,2000,3,90,1.0,1.0,0.006098290026541008,0.004728778840580681,0.002699161859546456,0.0017549359786736194,0.0017549359786736194,0.0029738428619070613,0.0,0.0,0.0
correct_response_clear,2000,3,91,1.0,1.0,0.00035138575228650074,0.0003666945945721613,0.0025913860715935672,0.001744138346355627,0.001744138346355627,-0.0013774437517834657,0.0,0.0,1.0
correct_response_clear,2000,3,92,1.0,1.0,2.3083006313790947e-05,0.0010438777907636528,0.0026663750659886576,0.001753257114418047,0.001753257114418047,-0.0007093793236543941,0.0,0.0,1.0
correct_response_clear,2000,3,93,1.0,1.0,2.0506698249183855e-05,0.0026637588043384045,0.0025777395877224414,0.0017571193080938227,0.0017571193080938227,0.0009066394962445818,0.0,0.0,1.0
correct_response_clear,2000,3,94,1.0,1.0,4.0498930816494125e-05,0.0011890635104828606,0.0026033261050489058,0.001741824146553773,0.001741824146553773,-0.0005527606360709123,0.0,0.0,1.0
correct_response_clear,2000,3,95,1.0,1.0,0.01385054028181608,0.007492503026887144,0.0027316009133386797,0.0017608338441517824,0.0017608338441517824,0.0057316691827353616,0.0,0.0,0.0
correct_response_clear,2000,3,96,1.0,1.0,0.00021264656894781931,0.0017063652995217542,0.002581527158661228,0.0017461560209084282,0.0017461560209084282,-3.979072138667397e-05,0.0,0.0,1.0
correct_response_clear,2000,3,97,1.0,1.0,0.00024370175289380798,1.7775595416549634e-05,0.0026935090166594774,0.001751390875395083,0.001751390875395083,-0.0017336152799785334,0.0,0.0,0.0
correct_response_clear,2000,3,98,1.0,1.0,0.00038820297543194836,0.00017156865560007513,0.0025865988714643766,0.0017480983767923825,0.0017480983767923825,-0.0015765297211923074,0.0,0.0,0.0
correct_response_clear,2000,3,99,1.0,1.0,0.00579620916726509,0.0013195433976411887,0.0026506127832265688,0.001780705701800178,0.001780705701800178,-0.0004611623041589892,0.0,0.0,0.0
correct_response_clear,2000,3,100,1.0,1.0,4.492513590447939e-08,7.836350563303083e-06,0.002566462371138284,0.0017464336075961907,0.0017464336075961907,-0.0017385972570328877,0.0,0.0,1.0
correct_response_clear,2000,3,101,1.0,1.0,0.0005917633836042967,0.00469467281152436,0.00256296514726067,0.0017635096886734931,0.0017635096886734931,0.002931163122850867,0.0,0.0,1.0
correct_response_clear,2000,3,102,1.0,1.0,0.00011838188587256285,0.00022708358830147082,0.0027345004843821116,0.0017536868030042963,0.0017536868030042963,-0.0015266032147028255,0.0,0.0,1.0
correct_response_clear,2000,3,103,1.0,1.0,0.0008943957149786922,1.9785880177043893e-08,0.00254432405720535,0.001752969850035203,0.001752969850035203,-0.001752950064155026,0.0,0.0,0.0
correct_response_clear,2000,3,104,1.0,1.0,0.0050513505762933555,0.003045453985164662,0.002510685453491298,0.00175798248453278,0.00175798248453278,0.0012874715006318822,0.0,0.0,0.0
correct_response_clear,2000,3,105,1.0,1.0,0.011001318392510239,0.013285293637144835,0.002722905293777048,0.0017487546609944733,0.0017487546609944733,0.011536538976150363,0.0,0.0,1.0
correct_response_clear,2000,3,106,1.0,1.0,1.850488823831881e-05,0.0009837997099327973,0.002606800035255219,0.0017485676097324164,0.0017485676097324164,-0.0007647678997996191,0.0,0.0,1.0
correct_response_clear,2000,3,107,1.0,1.0,0.0001666762888218937,1.6023763153984319e-06,0.002598926680974962,0.0017529384191813824,0.0017529384191813824,-0.001751336042865984,0.0,0.0,0.0
correct_response_clear,2000,3,108,1.0,1.0,0.0010392629292852893,0.0007287856873073876,0.0025426154773379294,0.0017499521920606663,0.0017499521920606663,-0.0010211665047532787,0.0,0.0,0.0
correct_response_clear,2000,3,109,1.0,1.0,0.00026237798059725937,0.00041472111795123244,0.002676305369590705,0.0017442721035244887,0.0017442721035244887,-0.0013295509855732563,0.0,0.0,1.0
correct_response_clear,2000,3,110,1.0,1.0,2.311460500620644e-06,0.00026202419357005264,0.0026222669442454065,0.0017480787732550393,0.0017480787732550393,-0.0014860545796849868,0.0,0.0,1.0
correct_response_clear,2000,3,111,1.0,1.0,0.0031306609737386595,0.0016005113029764783,0.0026811829303711207,0.0017501836509499775,0.0017501836509499775,-0.0001496723479734992,0.0,0.0,0.0
correct_response_clear,2000,3,112,1.0,1.0,9.568992130421944e-05,0.0036739582795558496,0.002642083718532088,0.0017472935175602594,0.0017472935175602594,0.0019266647619955901,0.0,0.0,1.0
correct_response_clear,2000,3,113,1.0,1.0,0.0070033738394135025,0.0016500779230048967,0.002557033976699741,0.0017425364448041545,0.0017425364448041545,-9.245852179925779e-05,0.0,0.0,0.0
correct_response_clear,2000,3,114,1.0,1.0,0.007095384738855159,0.004920646048156335,0.0025526129675402143,0.001750925588425548,0.001750925588425548,0.0031697204597307864,0.0,0.0,0.0
correct_response_clear,2000,3,115,1.0,1.0,0.0004593751767639469,0.0003580105284344948,0.0026379815989112767,0.001755423302955915,0.001755423302955915,-0.0013974127745214203,0.0,0.0,0.0
correct_response_clear,2000,3,116,1.0,1.0,0.0055063881006702006,0.001214789263322437,0.0025853906841825872,0.0017473260376738907,0.0017473260376738907,-0.0005325367743514537,0.0,0.0,0.0
correct_response_clear,2000,3,117,1.0,1.0,0.003220054206378792,0.005779450843036976,0.0027348025385876247,0.0017561410535815304,0.0017561410535815304,0.004023309789455446,0.0,0.0,1.0
correct_response_clear,2000,3,118,1.0,1.0,5.054175315194085e-05,4.159179237206141e-05,0.0026251881151165756,0.0017491377400391877,0.0017491377400391877,-0.0017075459476671262,0.0,0.0,0.0
correct_response_clear,2000,3,119,1.0,1.0,0.000749403204456168,0.0011139223237662684,0.0025276497905321648,0.0017617354055498022,0.0017617354055498022,-0.0006478130817835338,0.0,0.0,1.0
correct_response_clear,2000,3,120,1.0,1.0,0.000337481328529725,0.00019934361314044704,0.002629713010642337,0.001742825694734024,0.001742825694734024,-0.0015434820815935768,0.0,0.0,0.0
correct_response_clear,2000,3,121,1.0,1.0,2.0683076758335395e-06,0.0008567273271167522,0.002624428471248391,0.0017561213563097803,0.0017561213563097803,-0.0008993940291930281,0.0,0.0,1.0
correct_response_clear,2000,3,122,1.0,1.0,0.000679174348653421,0.0014844411350907745,0.00264440811021921,0.0017586096345605187,0.0017586096345605187,-0.0002741684994697442,0.0,0.0,1.0
correct_response_clear,2000,3,123,1.0,1.0,3.843497522338976e-06,5.321713005319691e-05,0.0026009229818410684,0.0017475049803523806,0.0017475049803523806,-0.0016942878502991838,0.0,0.0,1.0
correct_response_clear,2000,3,124,1.0,1.0,0.005018548119723901,0.0038404272076515296,0.0027583978065311094,0.0017491922695628574,0.0017491922695628574,0.0020912349380886723,0.0,0.0,0.0
correct_response_clear,2000,3,125,1.0,1.0,0.00011454597352426897,0.00010791530779737774,0.002563718848340272,0.0017649329929237938,0.0017649329929237938,-0.001657017685126416,0.0,0.0,0.0
correct_response_clear,2000,3,126,1.0,1.0,0.00030066618298872524,0.0010276820776479831,0.0025793558294227707,0.001753775542364939,0.001753775542364939,-0.0007260934647169558,0.0,0.0,1.0
correct_response_clear,2000,3,127,1.0,1.0,0.003089179934251679,0.0032921808359267606,0.0027180424501186333,0.0017540428963748848,0.0017540428963748848,0.0015381379395518757,0.0,0.0,1.0
correct_response_clear,2000,3,128,1.0,1.0,0.008703601243404375,0.0012183954342544429,0.0026554010513284735,0.0017675613126520249,0.0017675613126520249,-0.000549165878397582,0.0,0.0,0.0
correct_response_clear,2000,3,129,1.0,1.0,0.004146575456391828,8.228002972460848e-05,0.0027404835886306197,0.001744251859021458,0.001744251859021458,-0.0016619718292968494,0.0,0.0,0.0
correct_response_clear,2000,3,130,1.0,1.0,0.0002663926564581367,0.0011615674328459553,0.0025864442477694003,0.0017580551124194894,0.0017580551124194894,-0.0005964876795735341,0.0,0.0,1.0
correct_response_clear,2000,3,131,1.0,1.0,0.0004690937804629305,0.0008689453281504788,0.002605902767592694,0.0017452663750473984,0.0017452663750473984,-0.0008763210468969196,0.0,0.0,1.0
correct_response_clear,2000,3,132,1.0,1.0,0.01658932094699718,0.01766821292508838,0.002810366756835227,0.0017526908218235496,0.0017526908218235496,0.01591552210326483,0.0,0.0,1.0
correct_response_clear,2000,3,133,1.0,1.0,0.0012572170099308033,0.00018756599102265847,0.0026354354658391786,0.0017466121240100729,0.0017466121240100729,-0.0015590461329874144,0.0,0.0,0.0
correct_response_clear,2000,3,134,1.0,1.0,0.003005418411713266,0.00018496488690343755,0.0026464995920395906,0.0017657601991166534,0.0017657601991166534,-0.0015807953122132159,0.0,0.0,0.0
correct_response_clear,2000,3,135,1.0,1.0,0.0031888708739569753,9.185323043272157e-05,0.0025645422759793543,0.0017540645564114706,0.0017540645564114706,-0.001662211325978749,0.0,0.0,0.0
correct_response_clear,2000,3,136,1.0,1.0,0.0014478475324681253,1.4802079029818639e-05,0.0025948416319383533,0.001758755151234176,0.001758755151234176,-0.0017439530722043574,0.0,0.0,0.0
correct_response_clear,2000,3,137,1.0,1.0,0.0035939384215725166,0.004215707589378536,0.002750847703408732,0.0017536853095988533,0.0017536853095988533,0.0024620222797796833,0.0,0.0,1.0
correct_response_clear,2000,3,138,1.0,1.0,0.001306550981338483,0.0010213388537262907,0.0026285138667176784,0.0017520123826000736,0.0017520123826000736,-0.0007306735288737829,0.0,0.0,0.0
correct_response_clear,2000,3,139,1.0,1.0,0.0033264738941795277,0.000397073253432712,0.0026049452995742252,0.0017450632174867938,0.0017450632174867938,-0.0013479899640540817,0.0,0.0,0.0
correct_response_clear,2000,3,140,1.0,1.0,0.001723671843234411,1.5544577504582412e-07,0.002647628134212964,0.0017516102930594329,0.0017516102930594329,-0.0017514548472843871,0.0,0.0,0.0
correct_response_clear,2000,3,141,1.0,1.0,0.000981763126107251,0.002375695909542287,0.002706963303693852,0.0017558586554439002,0.0017558586554439002,0.0006198372540983869,0.0,0.0,1.0
correct_response_clear,2000,3,142,1.0,1.0,0.007482790905811697,0.008032769649741279,0.0024882734399016213,0.0017529209011337642,0.0017529209011337642,0.006279848748607514,0.0,0.0,1.0
correct_response_clear,2000,3,143,1.0,1.0,0.0032755985645380836,0.001708176027004227,0.0025153514421428205,0.0017682088420726938,0.0017682088420726938,-6.0032815068466723e-05,0.0,0.0,0.0
correct_response_clear,2000,3,144,1.0,1.0,0.005077870301482009,0.00058291408192206,0.002721540186857588,0.001770130130224011,0.001770130130224011,-0.001187216048301951,0.0,0.0,0.0
